,donor_code,donor_name,recipient_code,recipient_name,sector_code,sector_name,measure_code,measure_name,channel_code,channel_name,flow_code,flow_name,flow_type_code,flow_type_name,data_type_code,amount_type,md_dim_name,md_id,unit_measure_code,unit_measure_name,year,value,base_period,status_name,unit_multiplier,donor_agency_code,crs_id,project_id,region_code,income_group_code,channel_delivery_code,channel_delivery_name,category_code,category_name,finance_type_code,finance_type_name,bi_multi_code,short_description,project_title,long_description,sdg_focus,gender_equality,environment,governance,rmnch,drr,nutrition,disability,biodiversity,climate_mitigation,climate_adaptation,desertification,amount_tied,amount_untied,nature_of_submission
646,566,Saudi Arabia,139,Tunisia,16030,Housing policy and administrative management,13,ODA Loans,10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,29887103,USD,US dollar,2023,1.377467,2022,Normal value,6,Saudi Development Fund,2023000509,0589/24,North of Sahara,LMICs,10000,Central Government,10,ODA,421,Standard loan,1,SOCIAL HOUSING TUNISIA,SOCIAL HOUSING TUNISIA,SOCIAL HOUSING TUNISIA,11.3;11.1;1.4,,,,,,,,,,,,,,3
647,566,Saudi Arabia,617,Uzbekistan,16030,Housing policy and administrative management,13,ODA Loans,10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22549047,USD,US dollar,2018,11.675707,2022,Normal value,6,Saudi Development Fund,2018000555,0717/09,South & Central Asia,LMICs,10000,Central Government,10,ODA,421,Standard loan,1,CONSTRUCTION OF HOUSING UZBEKISTAN,Construction of Housing Uzbekistan,Construction of Housing Uzbekistan,11.1,,,,,,,,,,,,,,3
648,566,Saudi Arabia,617,Uzbekistan,16030,Housing policy and administrative management,13,ODA Loans,10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,23586603,USD,US dollar,2019,29.961313,2022,Normal value,6,Saudi Development Fund,2019000439,0717/09,South & Central Asia,LMICs,10000,Central Government,10,ODA,421,Standard loan,1,CONSTRUCTION OF HOUSING UZBEKISTAN,CONSTRUCTION OF HOUSING UZBEKISTAN,Construction of Housing Uzbekistan,11.1,,,,,,,,,,,,,,3
649,566,Saudi Arabia,617,Uzbekistan,16030,Housing policy and administrative management,13,ODA Loans,10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,24093600,USD,US dollar,2020,8.76038,2022,Normal value,6,Saudi Development Fund,2020000242,0717/09,South & Central Asia,LMICs,10000,Central Government,10,ODA,421,Standard loan,1,CONSTRUCTION OF HOUSING UZBEKISTAN,CONSTRUCTION OF HOUSING UZBEKISTAN,Construction of Housing Uzbekistan,11.1,,,,,,,,,,,,,,3
650,566,Saudi Arabia,617,Uzbekistan,16030,Housing policy and administrative management,13,ODA Loans,10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,27610264,USD,US dollar,2022,2.152283,2022,Normal value,6,Saudi Development Fund,2022000560,0717/9,South & Central Asia,LMICs,10000,Central Government,10,ODA,421,Standard loan,1,CONSTRUCTION OF MODERN HOUSING AND INFRASTRUCTURE IN VAVOI FERGANA AND TASHKENT,Construction of Modern Housing and Infrastructure in Vavoi Fergana and Tashkent,Construction of Modern Housing and Infrastructure in Vavoi Fergana and Tashkent,11.3;11.1;1.4,0,,,,,,,,,,,,,3
651,4,France,454,Peru,16030,Housing policy and administrative management,13,ODA Loans,90000,Other,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20558345,USD,US dollar,2015,46.689263,2022,Normal value,6,French Development Agency,2015106400,CPE100601,South America,UMICs,90000,Other,10,ODA,421,Standard loan,1,FINANCEMENT LOGEMENT DURABLE,FINANCEMENT LOGEMENT DURABLE,Amélioration des conditions de logement au Pérou,,0,1,0,,,,,0,2,0,0,,133.1115,1
652,4,France,454,Peru,16030,Housing policy and administrative management,13,ODA Loans,90000,Other,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,21159275,USD,US dollar,2016,11.611056,2022,Normal value,6,French Development Agency,2015106400,CPE100601,South America,UMICs,90000,Other,10,ODA,421,Standard loan,1,FINANCEMENT LOGEMENT DURABLE,FINANCEMENT LOGEMENT DURABLE,Amélioration des conditions de logement au Pérou,,0,1,0,,,,,0,2,0,0,,,3
653,566,Saudi Arabia,139,Tunisia,16030,Housing policy and administrative management,13,ODA Loans,10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,21141929,USD,US dollar,2016,10.635587,2022,Normal value,6,Saudi Development Fund,2016990252,0589/24,North of Sahara,LMICs,10000,Local Government,10,ODA,421,Standard loan,1,SOCIAL HOUSING TUNISIA,Social Housing TUNISIA,,,,,,,,,,,,,,,,3
654,566,Saudi Arabia,617,Uzbekistan,16030,Housing policy and administrative management,13,ODA Loans,10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,21144751,USD,US dollar,2016,28.668125,2022,Normal value,6,Saudi Development Fund,2016990296,0673/07,South & Central Asia,LMICs,10000,Local Government,10,ODA,421,Standard loan,1,CONSTRUCTION OF MODERN RURAL HOUSING IN KARAKALPAKSTAN,Construction of Modern Rural Housing in Karakalpakstan,,,,,,,,,,,,,,,,3
655,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,21263483,USD,US dollar,2016,6.223756,2022,Normal value,6,Ordinary Capital,2016001108,BR-L1183&2751/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES - COLATINA,PROCIDADES - Colatina,"The goal of the program is search and contributes for better environmental Urban conditions of Colatina. For This, the program is structured in two main components: (i) Environmental Urban recovery and (ii) Institutional Straightening.",,0,,,,,,,,,,,,,3
656,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,21263485,USD,US dollar,2016,0.997079,2022,Normal value,6,Ordinary Capital,2016001109,BR-L1187&2752/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES - NOVO HAMBURGO,PROCIDADES - Novo Hamburgo,"Finance activities and projects of the Basin of Gravataí River Municipality and Urban Development Program. The Program is divided into three main components: i) Basin of Pampa River Environmental and Urban Qualification, ii) Local Economic Development, ii",,0,,,,,,,,,,,,,3
657,909,Inter-American Development Bank [IDB],431,Brazil,16030,Housing policy and administrative management,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20032203,USD,US dollar,2014,1.990629,2022,Normal value,6,Ordinary Capital,2014000572,BR-L1176 & 2826/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,REGIONAL URBAN DEVELOPMENT PROGRAM,Regional Urban Development Program,"The operation consists of three components: Component 1. Urban infrastructure improvement. It will finance the following sectors: (i) urban road infrastructure, (ii) regional access roads to the main cities in both beneficiary valleys,(iii) urban faciliti",,,,,,,,,,,,,,,3
658,909,Inter-American Development Bank [IDB],431,Brazil,16030,Housing policy and administrative management,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20040483,USD,US dollar,2014,0.649118,2022,Normal value,6,Ordinary Capital,2014000633,BR-L1344 & 2999/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES-CASCAVEL(INTEGRATED DEVELOPMENT PROGRAM),PROCIDADES-CASCAVEL(INTEGRATED DEVELOPMENT PROGRAM),"O objetivo geral do Programa de Desenvolvimento Integrado ¿ PDI é consolidar as diretrizes do novo Plano Diretor visando a caracterização de um centro tradicional, maior eficiência para planejamento do transporte público e aumento de áreas verdes, através",,,,,,,,,,,,,,,3
659,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20031925,USD,US dollar,2014,3.422558,2022,Normal value,6,Ordinary Capital,2014000546,BR-L1083 & 2246/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES-CURITIBA:MUNICÍPIO DE CURITIBA INTEGRATED SOCIAL AND URBAN DEVELOPMEN,PROCIDADES-Curitiba:Município de Curitiba Integrated Social and Urban Developmen,"To support activities and projects of Curitiba's Integrated Urban and Social Development Program. The program aims to solve priority problems to improve the city's funcionality: i) Urban rehabilitation of favelas, ii) transport and urban mobility, iii) do",,,,,,,,,,,,,,,3
660,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20031926,USD,US dollar,2014,2.642432,2022,Normal value,6,Ordinary Capital,2014000547,BR-L1084 & 2258/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,INTEGRATED URBAN DEVELOPMENT AND SOCIAL INCLUSION PROGRAM OF ARACAJU,Integrated Urban Development and Social Inclusion Program of Aracaju,"To support activities and projects of the Municipality's Aracaju for All Program. The interventions financed by this operation can be classified in two different groups: road infrastructure to improve the South-Center Corridor, urban improvement of low",,,,,,,,,,,,,,,3
661,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20032185,USD,US dollar,2014,1.293909,2022,Normal value,6,Ordinary Capital,2014000549,BR-L1087 & 2121/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES-MARINGÁ: MUNICIPALITY OF MARINGÁ URBAN MOBILITY PROGRAM,PROCIDADES-Maringá: Municipality of Maringá Urban Mobility Program,To support activities and projects within the transportation and mobility sector of the Maringa's Integrated Social and Urban Development Program. The interventions financed by this operation can be classified in three different groups: traffic infrastruc,,,,,,,,,,,,,,,3
662,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20032186,USD,US dollar,2014,19.90629,2022,Normal value,6,Ordinary Capital,2014000550,BR-L1088 & 2267/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROGRAM FOR URBAN DEVELOPMENT AND SOCIOENVIRONMENTAL INCLUSION IN MANAUS,Program for Urban Development and Socioenvironmental Inclusion in Manaus,"The Program will finance activities and projects of the Municipality of Manaus Urban Development and Environmental and Social Inclusion Program. The Program is structured in four components: a) Integrated Urbanization, b) Mobility and Transport, c) Downto",,,,,,,,,,,,,,,3
663,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20032194,USD,US dollar,2014,3.986669,2022,Normal value,6,Ordinary Capital,2014000562,BR-L1160 & 2323/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,SÃO JOSÉ DOS CAMPOS URBAN STRUCTURING PROGRAM,São José dos Campos Urban Structuring Program,"Urban interventions and projects in several sectors of public investment which are consistent with municipality's Master Plan approved in 2006, and municipal institutional development activities to improve its efficiency and efficacy.",,,,,,,,,,,,,,,3
664,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20032200,USD,US dollar,2014,4.234563,2022,Normal value,6,Ordinary Capital,2014000569,BR-L1171 & 2268/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,CATANDUVA INTEGRATED URBAN DEVELOPMENT PROGRAM,Catanduva Integrated Urban Development Program,"Finance activities and projects of the Municipality of Catanduva Integrated Urban Development Program. The Program is under three main components: i) Environmental Sanitation, ii) Urban Qualification iii) institutional Development and Social Communication",,,,,,,,,,,,,,,3
665,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20032202,USD,US dollar,2014,27.908869,2022,Normal value,6,Ordinary Capital,2014000571,BR-L1175 & 2482/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,RIO DE JANEIRO LOW-INCOME NEIGHBORHOOD URBAN DEVELOPMENT PROGRAM - STAGE III,Rio de Janeiro Low-income Neighborhood Urban Development Program - Stage III,"The program improves the living conditions in informal settlements in the city of Rio de Janeiro, through a combination of infrastructure investments and delivery of social services.",,,,,,,,,,,,,,,3
666,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20035193,USD,US dollar,2014,4.086433,2022,Normal value,6,Ordinary Capital,2014000514,BR-L1006 & 1980/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,MACAMBIRA-ANICUNS URBAN ENVIRONMENTAL PROGRAM,Macambira-Anicuns Urban Environmental Program,The objective of the program is the environmental recuperation of the waterways of Macambira and Anicuns. The program entails the implementation of the following components: (i) Recuperation of bodies of water along with the execution of macro drainage an,,,,,,,,,,,,,,,3
667,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20035196,USD,US dollar,2014,0.103515,2022,Normal value,6,Ordinary Capital,2014000555,BR-L1104 & 1960/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES - CAMPO GRANDE - INTEGRATED DEVELOPMENT PROGRAM,PROCIDADES - Campo Grande - Integrated Development Program,"To finance activities and projects of the Municipality of Campo Grande Integrated Development and Urban Revitalization Program. The Program is structured in four components: a) Downtown Revitalization, b) Cargo Terminal, c) Urban mobility and d) Instituti",,,,,,,,,,,,,,,3
668,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20035201,USD,US dollar,2014,1.895287,2022,Normal value,6,Ordinary Capital,2014000565,BR-L1163 & 2320/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES-INTEGRATED DEVELOPMENT PROGRAM FOR THE MUNICÍPIO PASSO FUNDO-PRODIN,PROCIDADES-Integrated Development Program for the Município Passo Fundo-PRODIN,"Finance activities and projects of the Municipality of Passo Fundo Integrated Development Program. The Program is under four main components: i) local economic development, ii) district improvement, iii) transport and urban and rural road system, and iv)",,,,,,,,,,,,,,,3
669,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20037612,USD,US dollar,2014,1.197363,2022,Normal value,6,Ordinary Capital,2014000647,BR-L1386 & 2941/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,UPDATE BR-L1055: PROCIDADES NITERÓI URBAN DEVELOPMENT AND SOCIAL INCL,Update BR-L1055: PROCIDADES NITERÓI URBAN DEVELOPMENT AND SOCIAL INCL,The general objective is to enhance the quality of life of residents of the Município of Niterói by executing urban renewal and social projects. The specific objectives include: (i) improve city services and environmental sanitation conditions in lowincom,,,,,,,,,,,,,,,3
670,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20071797,USD,US dollar,2014,0.447892,2022,Normal value,6,Ordinary Capital,2014000542,BR-L1076 & 2957/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES - ECONOMIC DEVELOPMENT PROGRAM OF DISTRITO FEDERAL-ADES,PROCIDADES - Economic Development Program of Distrito Federal-ADEs,"The program aims to support urban infrastructure and public services to the Urban Expansion Areas of the Brasilia Federal District. The works and services would include Water, sewer, drainage and electricity networks, Street paving, public lighting and th",,,,,,,,,,,,,,,3
671,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660346,USD,US dollar,2015,21.879809,2022,Normal value,6,Ordinary Capital,2015000494,BR-L1006&1980/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,MACAMBIRA-ANICUNS URBAN ENVIRONMENTAL PROGRAM,Macambira-Anicuns Urban Environmental Program,To contribute to the improvement of the quality of life of the population residing in basins of the Anicuns and Macambira streams.,,,,,,,,,,,,,,,3
672,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660519,USD,US dollar,2015,2.760622,2022,Normal value,6,Ordinary Capital,2015000513,BR-L1057&1986/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES - VITÓRIA URBAN DEVELOPMENT AND SOCIAL INCLUSION PROGRAM,PROCIDADES - Vitória Urban Development and Social Inclusion Program,"To improve the quality of live of the residents of the city of Vitoria supporting the development of urban and social projects. The specific objectives include: improvement of public urban facilities and environmental conditions in low income neighborhoods, control of flood damage, improvement of mobility, safety transport conditions and reduction of transportation costs and, development of urban planning instruments.",,,,,,,,,,,,,,,3
673,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660522,USD,US dollar,2015,0.527822,2022,Normal value,6,Ordinary Capital,2015000519,BR-L1078&2221/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,URBAN UPGRADING AND SOCIAL INCLUSION PROGRAM,Urban Upgrading and Social Inclusion Program,"Elevate the quality of life of low income families currently living in at risk areas or in areas of environmental preservation through the provision of basic urban infrastructure, and economic and social inclusion services.",,,,,,,,,,,,,,,3
674,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660531,USD,US dollar,2015,5.062813,2022,Normal value,6,Ordinary Capital,2015000522,BR-L1083&2246/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES-CURITIBA:MUNICÍPIO DE CURITIBA INTEGRATED SOCIAL AND URBAN DEVELOPMEN,PROCIDADES-Curitiba:Município de Curitiba Integrated Social and Urban Developmen,"Improvement of life quality for Curitiba's residents through the financing of urban and social projects. The program's specific objectives are to promote and improve social and urban structural actions in low-income neighborhoods, to improve urban mobility and traffic safety, and the revitalization of Curitiba's downtown area.",,,,,,,,,,,,,,,3
675,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660532,USD,US dollar,2015,4.323738,2022,Normal value,6,Ordinary Capital,2015000523,BR-L1084&2258/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,INTEGRATED URBAN DEVELOPMENT AND SOCIAL INCLUSION PROGRAM OF ARACAJU,Integrated Urban Development and Social Inclusion Program of Aracaju,"To improve the quality of life of urban residents within the Aracajú Municipality supporting the development of urban and social projects. The specific objectives include: improvement of the urban and environmental conditions of low income neighborhoods, expansion of public urban facilities at slum quarters, and the improvement of mobility and safety conditions of transportation.",,,,,,,,,,,,,,,3
676,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660533,USD,US dollar,2015,2.743629,2022,Normal value,6,Ordinary Capital,2015000525,BR-L1087&2121/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES-MARINGÁ: MUNICIPALITY OF MARINGÁ URBAN MOBILITY PROGRAM,PROCIDADES-Maringá: Municipality of Maringá Urban Mobility Program,"To promote the improvement of quality of life of Maringa's inhabitants through the implementation of mobility and urban transportation projects. The specific objectives of the operation are: i) to improve the public transportation system, ii) to improve travel times and reduce travel costs, and iv) to reduce air pollution and noise.",,,,,,,,,,,,,,,3
677,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660534,USD,US dollar,2015,6.603411,2022,Normal value,6,Ordinary Capital,2015000526,BR-L1088&2267/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROGRAM FOR URBAN DEVELOPMENT AND SOCIOENVIRONMENTAL INCLUSION IN MANAUS,Program for Urban Development and Socioenvironmental Inclusion in Manaus,"The objective of the Program is to contribute to improve the quality of life of the residents of the municipality of Manaus by means of financing of urban and social projects. The specific objectives include: to improve the urbanization conditions of low-income neighborhoods and the access of their residents to social facilities and services, to improve the mobility systems of the population and the safety conditions of public transport, to contribute to the downtown revitalization, and to strengthen the capacity of the authorities to manage the municipality.",,,,,,,,,,,,,,,3
678,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660540,USD,US dollar,2015,6.87031,2022,Normal value,6,Ordinary Capital,2015000539,BR-L1160&2323/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,SÃO JOSÉ DOS CAMPOS URBAN STRUCTURING PROGRAM,São José dos Campos Urban Structuring Program,"The Program's end is to improve the economic efficiency of the municipality and guarantee the quality of life in its sustainable development. The objective of the Program is to contribute to the structuring of the urban development of the Municipality of São José dos Campos through a group of environmental, infrastructure, transport management, and institutional strengthening projects.",,,,,,,,,,,,,,,3
679,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660541,USD,US dollar,2015,1.127323,2022,Normal value,6,Ordinary Capital,2015000542,BR-L1163&2320/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,PROCIDADES-INTEGRATED DEVELOPMENT PROGRAM FOR THE MUNICÍPIO PASSO FUNDO-PRODIN,PROCIDADES-Integrated Development Program for the Município Passo Fundo-PRODIN,"The Program's general objective is to improve the quality of life of the residents of the Municipality of Passo Fundo, based on actions that include a local economic development strategy, provide urban and rural infrastructure, integrated actions in low income neighborhoods and support the development of urban planning and municipal management instruments.",,,,,,,,,,,,,,,3
680,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,20660591,USD,US dollar,2015,29.894952,2022,Normal value,6,Ordinary Capital,2015000547,BR-L1175&2482/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,RIO DE JANEIRO LOW-INCOME NEIGHBORHOOD URBAN DEVELOPMENT PROGRAM - STAGE III,Rio de Janeiro Low-income Neighborhood Urban Development Program - Stage III,The program's objective is to improve the quality of life of families living in informal neighborhoods in Rio de Janeiro.,,,,,,,,,,,,,,,3
681,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,21263060,USD,US dollar,2016,18.250733,2022,Normal value,6,Ordinary Capital,2016000870,BR-L1160&2323/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,SÃO JOSÉ DOS CAMPOS URBAN STRUCTURING PROGRAM,São José dos Campos Urban Structuring Program,"Urban interventions and projects in several sectors of public investment which are consistent with municipality's Master Plan approved in 2006, and municipal institutional development activities to improve its efficiency and efficacy.",,,,,,,,,,,,,,,3
682,909,Inter-American Development Bank [IDB],431,Brazil,16040,Low-cost housing,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,21263085,USD,US dollar,2016,23.67338,2022,Normal value,6,Ordinary Capital,2016000979,BR-L1175&2482/OC-BR,South America,UMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,RIO DE JANEIRO LOW-INCOME NEIGHBORHOOD URBAN DEVELOPMENT PROGRAM - STAGE III,Rio de Janeiro Low-income Neighborhood Urban Development Program - Stage III,"The program improves the living conditions in informal settlements in the city of Rio de Janeiro, through a combination of infrastructure investments and delivery of social services.",,,,,,,,,,,,,,,3
683,915,Asian Development Bank [AsDB],666,Bangladesh,16030,Housing policy and administrative management,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22137318,USD,US dollar,2017,0.475315,2022,Normal value,6,Asian Development Bank,2017001352,LN3550-BAN,South & Central Asia,LDCs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,THIRD URBAN GOVERNANCE AND INFRASTRUCTURE IMPROVEMENT (SECTOR) PROJECT - ADDITIONAL FINANCING,Third Urban Governance and Infrastructure Improvement (Sector) Project - Additional Financing,"Building upon the successful implementation of earlier phases, the project will provide investment funds to pourashavas based on their governance performance. The project will develop towns with high growth potential in an integrated and holistic way both in terms of governance and infrastructure with an aim at making them model towns of the country. In addition to the focused interventions to these towns, the project will roll out application of governance performance criteria linked with fund allocation to all class-A pourashavas, in the country.",,2,1,,,,,,,1,1,,,,1
684,901,International Bank for Reconstruction and Development [IBRD],755,Philippines,16030,Housing policy and administrative management,14,Other Official Flows (non Export Credit),10000,Public sector,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,23700669,USD,US dollar,2019,0.038853,2022,Normal value,6,IBRD,2017029293,P153814.IBRD87840.crs4,Far East Asia,LMICs,10000,Recipient Government,21,Non-export credit OOF,421,Standard loan,4,METRO MANILA FLOOD MANAGEMENT PROJECT,METRO MANILA FLOOD MANAGEMENT PROJECT,METRO MANILA FLOOD MANAGEMENT PROJECT,,,,,,,,,,,,,,,3
685,990,European Bank for Reconstruction and Development [EBRD],613,Kazakhstan,16030,Housing policy and administrative management,14,Other Official Flows (non Export Credit),90000,Other,C01,Project-type interventions,D,Disbursements,D,Constant prices,Project/programme,22140182,USD,US dollar,2017,0.008934,2022,Normal value,6,EBRD,2017001169,38566,South & Central Asia,UMICs,90000,Other,21,Non-export credit OOF,510,Common equity,4,HOUSING POLICY AND ADMINISTRATIVE MANAGEMENT,,,,0,0,,,,,,,0,0,,,,3
