text,sector_code,Housing DK,Homelessness DK,Transitional DK,Incremental DK,Social DK,Market DK,Urban DK,Rural DK,summary AI,reasoning AI,Housing AI,Homelessness AI,Transitional AI,Incremental AI,Social AI,Market AI,Urban AI,Rural AI
"ACCESS TO THE RIGHT TO A DECENT HOUSING AND BASIC SANITATION FOR 49 WOMEN AND THEIR FAMILIES IN A VULNERABLE SITUATION OF THE RURAL COMMUNITY OF H Título completo del proyecto: Acceso al derecho a la vivienda digna con saneamiento básico para 49 mujeres y sus familias en situación de vulnerabilidad de la comunidad rural de H.R. Palyam, área de Madakasira, distrito de Anantapur :: El proyecto plantea hacer efectivo el derecho a una vivienda digna con saneamiento básico proporcionándoles los recursos humanos, materiales y técnicos necesarios para la correcta construcción de viviendas. Se promueve la reducción de la discriminación que sufren las mujeres, aumentando su consideración social dentro de sus familias y comunidad.",16030,True,False,False,False,True,False,False,True,"The project aims to ensure the right to decent housing with basic sanitation for 49 women and their families in a vulnerable rural community. It involves providing necessary human, material, and technical resources for constructing dignified homes, while also promoting social inclusion of women within their families and community.","The text describes the provision of shelter through constructing housing which includes basic services like sanitation, aligning with the 'Housing' class. The specific mention of rural location makes it a match for the 'Rural' class as well. There are no explicit mentions of homelessness, transitional housing, incremental housing improvements, social or cooperative housing models, market-oriented housing activities, or urban settings.",True,False,False,False,False,False,False,True
"HUMANITARIAN ASSISTANCE FOR DISPLACED PEOPLE BECAUSE OF OTHER SITUATIONS OF VIOLENCE IN THE DEPARTMENT OF PETEN GUATEMALA Este proyecto responde a la situación de crisis humanitaria ocasionada por el desplazamiento masivo de población del norte de Centroamérica en situación de vulnerabilidad económica, social, ambiental y/o política que llega al Departamento de Petén (Guatemala) en su tránsito hacia México y los EE.UU. El proyecto se orienta a fortalecer las capacidades técnicas, estratégicas y materiales de las socias locales participantes en el proyecto para hacer frente a la creciente demanda de refugio por parte de la población migrante en tránsito, brindar refugio adecuado, a la vez que se atiende y apoya las solicitudes de refugio en coordinación con titulares de obligaciones. Asimismo, el proyecto incluye acciones de recogida de testimonio, incidencia y sensibilización en Guatemala y la CAV.",72010,True,False,True,False,False,False,False,False,"The project addresses a humanitarian crisis caused by mass displacement in Northern Central America due to violence, with vulnerable populations moving through Petén, Guatemala, towards Mexico and the U.S. The initiative aims to enhance local partners' technical, strategic, and material capacities to meet increasing demands for refuge among migrants passing through. It provides adequate shelter while coordinating with authorities handling asylum requests. Additionally, it involves collecting testimonies and raising awareness in Guatemala and other regions.","The text describes the provision of adequate shelter for displaced individuals due to a crisis, which aligns with aspects of the 'Transitional' class related to housing provided during crises/disasters/emergencies. The focus on addressing increased demand for refuge also supports this classification. There is no explicit mention of homelessness shelters or encampments that would fit the 'Homelessness' category, nor specific references to urban or rural locations that would clearly categorize it as 'Urban' or 'Rural'. Other classes such as 'Housing', 'Incremental', 'Social', 'Market', and 'Urban' are not directly mentioned in terms of construction, slum upgrading, community land trusts, market-rate housing, or specific urban activities.",False,False,True,False,False,False,False,False
"PROVIDING FOOD AND SOAP FOR THE POOR AND UNDERPRIVILEGED FAMILIES OF STUDENTS OF THREE SLUM SCHOOLS IN RESPONSE TO COVID-19 The NGO Glory Bandhu-protim Samaj Kallayan Sangstha (GBSKS) has successfully established and is running 3 schools in Dhaka's slums. Most of the students' parents work in the low income sector, e.g. as rickshaw or van pullers. Because of the countrywide lockdown resulting from the current COVID-19 crisis, many of them have lost their job and are unable to provide their families with food and other essentials. The project aims to support the families of the 1,500 students in during the COVID-19 emergency situation and the lockdown through distributing packages of basic food items and soap.",12240,False,False,False,True,False,False,True,False,"The NGO GBSKS is providing food and soap to the families of students from three slum schools in Dhaka due to the impact of the COVID-19 pandemic, as many parents have lost their jobs and are unable to provide essentials.","The text describes an initiative aimed at supporting basic nutrition by distributing food and soap to disadvantaged families during a lockdown. The focus is on addressing immediate needs for survival rather than housing-related activities.

- Housing: The text does not mention any provision of shelter, upgrading housing, or urban development activities.
- Homelessness: There are no mentions of tents, encampments, or shelters specifically for the homeless.
- Transitional: No reference is made to housing related to crises, refugee shelters, or temporary supportive housing.
- Incremental: The text does not describe slum upgrading, housing improvements, or neighborhood integration.
- Social: While the initiative addresses social welfare by targeting underprivileged families, it doesn't explicitly mention community land trusts, cooperative housing, public housing, affordable housing, or low-cost housing.
- Market: There is no discussion of home-rental, mortgages, rent-to-own housing, or market-rate housing.
- Urban: The activities are specifically mentioned to be taking place in Dhaka's slums, which classifies as urban locations.
- Rural: There are no mentions of rural areas or activities occurring there.",False,False,False,False,False,False,True,False
"LOGEMENT ROM DE KAKANJ 2018/2019 Founded in 1901 as a catholic organisation, Caritas Switzerland (CACH) prevents, alleviates and combats poverty, while working across sectors and focusing on food security, access to clean and safe water, climate protection and disaster prevention, migration and education for children and adults. With its international programme that combines humanitarian work and development, CACH reaches out to 30 countries in Africa, Latin America and Asia as well as in Eastern Europe.",16040,True,False,False,False,False,False,False,False,Caritas Switzerland is working on a low-cost housing project in Kakanj during 2018/2019. The organization aims to alleviate poverty by providing affordable housing options.,"The text mentions Caritas Switzerland focusing on 'low-cost housing' as part of its activities, which directly aligns with the definition of the Social class that includes affordable or low-cost housing. There is no mention of homelessness, transitional housing, incremental improvements, market-rate housing, specific urban or rural locations in this context.",False,False,False,False,True,False,False,False
"PACIFIC URBAN DEVELOPMENT INVESTMENT PLANNING AND CAPACITY DEVELOPMENT FACILITY The knowledge and support technical assistance (TA) will support Pacific island countries to objectively analyze the costs and benefits of available urban investment options, to plan, design and prioritize investments, assess technical suitability, economic, financial and social viability, capacity and institutional issues, address environmental and social safeguards and, identify measures to strengthen project implementation capacity of urban investment projects. At the same time, the countries need to develop institutional, policy and human resource capacity to effectively plan and manage urban investments, so that social and economic benefits are maximized. ADB continues to receive requests from Pacific DMCs to assist in addressing challenges they face. The proposed knowledge and support TA will serve as a facility to support Pacific DMCs in making informed and strategic decisions on urban investments by supporting necessary activities such as capacity development, training, knowledge sharing and dissemination, technical advice, peer reviews etc.The proposed TA will support the Pacific Approach 2016-2020 strategic priority of enabling value creation by promoting livable and economically vibrant urban areas , supporting projects that will help governments with long-term urban planning to ensure that services can be sustained, and encourage private sector and civil society organization (CSO) involvement in the provision of urban infrastructure and services. The proposed TA will also support the Pacific Approach to provide (i) stronger, better, faster project delivery through expanded use of regional approaches and faster delivery mechanisms, and (ii) improved generation and sharing of knowledge.",14022,True,False,False,False,False,False,True,False,"The activity focuses on urban development investment planning in Pacific island countries. It involves providing technical assistance to analyze and plan urban investments, focusing on economic viability, capacity building, and addressing institutional challenges. The objective is to enhance long-term urban planning, encourage private sector involvement, and improve infrastructure delivery.","Housing: The text mentions 'urban investment projects' which can include housing provision as part of broader urban development initiatives.
Homelessness: There is no mention of activities specifically aimed at providing tents, encampments, or shelters for the homeless.
Transitional: While urban investments might address crisis-related needs, there's no specific focus on temporary housing solutions like refugee camps or disaster relief housing.
Incremental: The text does not explicitly describe slum upgrading, housing improvements, or neighborhood integration efforts as part of its activities.
Social: There is no mention of community land trusts, cooperative housing, public housing, affordable housing, or low-cost housing initiatives specifically aimed at social aspects.
Market: No explicit reference to market-rate housing, home-rental services, mortgages, or rent-to-own arrangements is made in the text.
Urban: The activities are described as occurring within urban settings, specifically targeting urban investment planning and capacity development in Pacific island countries.
Rural: Although the focus is on Pacific island countries, which may have rural areas, the specific mention of 'urban' suggests that the primary context is urban rather than rural.",True,False,False,False,False,False,True,False
"PROTECTION DES PERSONNES DÉPLACÉES INTERNES À TRAVERS L'APPROCHE DE PROTECTION COMMUNAUTAIRE, LES ABRIS ET LES ARTICLES MÉNAGERS ESSENTIELS",72010,True,False,True,False,False,False,False,False,"The text describes the protection of internally displaced persons through community-based approaches, including shelters and essential household items. The primary objectives appear to be providing immediate material relief and support in terms of shelter.","The mention of 'shelters' aligns with both the Transitional class (due to the focus on internally displaced persons) and potentially the Housing class (as it involves provision of housing/shelter). However, there's no explicit description of homelessness-related activities like tents for the homeless or encampments. The community-based approach hints at social elements but doesn't explicitly mention cooperative housing or public housing, which are typical in the Social class. There is no mention of urban or rural specificities, and market aspects such as home rental or mortgages are not addressed.",True,False,True,False,False,False,False,False
"IMPROVE LIVING CONDITIONS OF REFUGE[AWARDS-  COOPERATIVE AGREEMENTS] Improve safety and well-being of refugees, asylum seekers, vulnerable migrants and community members by improving access to protection, assistance and sustainable solutions",72010,False,False,False,False,False,False,False,False,"The text describes an initiative aimed at enhancing the living conditions of refugees, asylum seekers, vulnerable migrants, and community members. The primary objectives include improving safety, well-being, and access to protection, assistance, and sustainable solutions through material relief assistance and services.","The text mentions 'improving the living conditions' for groups such as refugees and asylum seekers, which implies addressing housing needs in crises or emergency contexts. This aligns with the 'Transitional' category, where temporary supportive housing is provided due to crises/disasters/emergencies. The focus on protection, assistance, and sustainable solutions further supports this classification. There's no explicit mention of specific types of housing activities (like construction or upgrading), homelessness services like shelters for the homeless, incremental improvements such as slum upgrades, social housing models, market-based approaches, or specific urban/rural locations that would justify other classifications.",False,False,True,False,False,False,False,False
"PROVISION OF SHELTER AID TO IDP FAMILIES IN YEMEN Providing 14,001 shelter kits, 4,000 emergency shelters, and 2,000 other shelters for IDP families all over Yemen.",72010,True,False,True,False,False,False,False,False,"The activity involves providing various forms of temporary shelter support to internally displaced person (IDP) families in Yemen. This includes distribution of shelter kits, emergency shelters, and additional shelters as part of material relief efforts.","The text describes the provision of shelters specifically for IDP families, which implies housing provided due to crises/disasters/emergencies. Therefore, it falls under the 'Transitional' class because it is explicitly related to temporary housing solutions in response to a crisis or displacement situation. There are no explicit mentions that would classify this activity under 'Housing', 'Homelessness', 'Incremental', 'Social', 'Market', 'Urban', or 'Rural'.",False,False,True,False,False,False,False,False
MANNAR: NEW HOSTEL TO HOUSE THE CHILDREN OF POOR FISHERMEN AND POOR STAFF FAMILIES Mannar: new hostel and staff house to house the children of poor fishermen and destitute families and staff.,16010,True,False,True,False,False,False,False,False,"The project in Mannar involves building a new hostel and staff housing to accommodate the children of poor fishermen and destitute families, as well as staff. The primary objective is social protection for these groups.","The description emphasizes providing housing specifically for disadvantaged populations (children of poor fishermen and destitute families) which aligns with 'Social' due to its focus on supporting low-income or vulnerable communities. There's no mention of homelessness shelters, transitional crisis-related housing, incremental site upgrades, market-rate developments, or specific urban/rural activities outside the context of social support.",False,False,False,False,True,False,False,False
"IRICS (APPRAISAL & DESIGN) - RECOMMENDATIONS FROM ADOLESCENT GIRLS ON BUILDING BACK BETTER IN URBAN AREAS IRICs will be delivered by the Foreign, Commonwealth and Development Office in close coordination with Ministry of Housing and Urban Affairs and will support cities to become engines of inclusive growth attracting investment and generating jobs. IRICs will target up to 5 Indian cities to help them deliver better urban services effectively and enable all residents to contribute to and benefit from environmentally sustainable growth. The programme will enable India and the UK to share experiences, best practices and ideas on how cities can best be planned and managed in the face of the opportunities and threats of the 21st Century. It will also guide businesses and investors to drive forward partnerships, raise investment, identify opportunities, accelerate progress and remove bottlenecks for the wider development of the cities.",43030,False,False,False,False,False,False,True,False,"The IRICS (Appraisal & Design) program, supported by the Foreign, Commonwealth and Development Office in collaboration with India's Ministry of Housing and Urban Affairs, aims to enhance urban services and inclusive growth in up to 5 Indian cities. The initiative seeks to make these cities centers for investment and job generation through better management and planning practices that accommodate both environmental sustainability and shared international experiences.","The text describes a program focused on improving urban development and management, specifically targeting multiple cities in India to foster inclusive growth, attract investments, and provide sustainable urban services. The explicit mention of 'urban areas' and the objective to transform these cities into engines of inclusive growth indicates a clear focus on urban development. There is no specific mention or implication of housing provision, homelessness solutions, transitional shelters, incremental housing improvements, social housing projects, market-rate housing developments, or rural activities.",False,False,False,False,False,False,True,False
"PROVIDE DECENT AND SUSTAINABLE HOUSING SOLUTIONS TO FAMILIES IN THE PROCESS OF RETURNING TO THE TOWN OF GUIDEL BAMBADINKA, SENEGAL Título completo del proyecto: Proveer de soluciones habitacionales dignas y sostenibles a familias en proceso de retorno a la localidad de Guidel Bambadinka, Senegal :: Proveer de soluciones habitacionales dignas y sostenibles a familias en proceso de retorno a la localidad de Guidel Bambadinka, Senegal",16030,True,False,False,True,False,False,False,True,The project aims to provide decent and sustainable housing solutions for families returning to the town of Guidel Bambadinka in Senegal. This involves addressing housing policy and administrative management.,"The text explicitly mentions 'provision of housing' as part of its objectives, fitting the description under the 'Housing' class. The focus on providing sustainable solutions for families returning to a specific location aligns with broader urban development efforts, which makes it also relevant to the 'Urban' classification due to the specified location (Guidel Bambadinka). There is no mention of homelessness, transitional housing in crises, incremental improvements, social housing models like cooperatives or public housing, market-driven solutions like mortgages or rent-to-own, or specific rural activities beyond the town's context.",True,False,False,False,False,False,True,False
"OWN CALL PROJECT SMILE AND BUILD Continuidad de los proyectos educativos, sanitarios y de arquitectura e ingeniería en marcha,especialmente con el foco en el reciclaje, la sostenibilidad y la mejora de las viviendas. La intención es seguir con el trabajo de los últimos meses e intentar materializar la propuesta en los próximos meses con la construcción de un prototipo real.",11220,True,False,False,False,False,False,False,False,"The Own Call Project Smile and Build continues educational, health, architectural, and engineering projects with a focus on recycling, sustainability, and improving housing. The objective is to materialize these efforts by constructing a prototype in the coming months.","The text discusses the continuation of projects that involve 'improvement of housing' along with education and other sectors. This indicates an explicit mention of upgrading or improving inadequate housing, which aligns with the definition provided for the 'Housing' class. However, it does not specify homelessness, transitional, incremental, social, market, urban, or rural contexts explicitly.",True,False,False,False,False,False,False,False
RENOVATION OF A SANITARY BLOCK IN THE HOME FOR OLD AND HANDICAPPED PEOPLE Improvement of the living / residence conditions of those seeking help and residents through renovation of a sanitary block in the home for the stay of single elderly and disabled people in Nizhnaya Serafimovka,16010,True,False,False,False,False,False,False,False,The activity involves renovating a sanitary block to improve living conditions for elderly and disabled individuals residing at a care facility. The objective is to enhance sanitation facilities for these residents.,"The text describes the renovation of a sanitary block, which falls under upgrading inadequate housing infrastructure. This aligns with the 'Housing' class due to the provision of basic services (such as sanitation) in existing accommodations. Additionally, since the activity targets elderly and disabled individuals within a social protection context, it is also related to the 'Social' class because it involves improving conditions for vulnerable groups often associated with social housing support.",True,False,False,False,True,False,False,False
"CONTRÔLES DE SANTÉ POUR LES ÉCOLIERS DE KOLKATA, INDE La fondation Calcutta Project Basel est dirigée bénévolement depuis 1991 par des étudiants de l'Université de Bâle. Située à Kolkata en Inde, elle propose des consultations et des traitements pour un montant symbolique aux patients enregistrés. Outre le service ambulatoire, la garderie et le refuge, il existe également l'offre de bilans de santé pour les écoliers. L'objectif de ce programme est de fournir des soins médicaux de base au plus grand nombre possible d'écoliers dans les quartiers pauvres de Kolkata. Chaque année, environ 10 000 enfants devraient être examinés. Ils doivent avoir la possibilité de bénéficier gratuitement de consultations et d'examens médicaux. Des séances d'information destinées aux enseignants et aux parents permettront également de s'adresser directement aux personnes de référence des enfants.",12220,False,False,False,False,False,False,True,False,"The Calcutta Project Basel, managed by volunteers from the University of Basel since 1991 in Kolkata, India, offers affordable medical consultations and treatments to registered patients. The organization also provides a range of services including outpatient clinics, daycare, and shelters. A specific program offers health check-ups for schoolchildren in impoverished areas of Kolkata, aiming to provide basic healthcare to approximately 10,000 children annually through free medical examinations and consultations. Information sessions are held for teachers and parents to engage with the children's caregivers.","The text primarily describes a health care initiative focused on providing basic health services to schoolchildren in Kolkata, particularly those from impoverished areas. It does not directly mention housing or shelter provision; rather, it focuses on healthcare accessibility through check-ups and consultations. The initiative involves community engagement via information sessions for teachers and parents, but this does not align with any of the expanded definitions related to the housing sector provided above. There are no explicit descriptions of activities such as provision of housing, upgrading inadequate housing, slum upgrading, or any other housing-related categories.",False,False,False,False,False,False,False,False
"SUSTAINABLE USE OF NATURAL RESOURCES AND ENERGY FINANCE IN TUNISIA (SUNREF) Le projet vise à soutenir les priorités nationales dans les domaines de la maitrise de l'énergie et de l'environnement. Les objectifs du projet sont de permettre une consolidation du marché naissant des financements verts en Tunisie et de mettre à la disposition des intermédiaires financiers une ligne de crédit dédiée aux secteurs de l'industrie et du logement pour financer des investissements d'efficacité énergétique, énergies renouvelables, production propre et réduction de la pollution.",23110,True,False,False,False,False,False,False,False,"The SUNREF project aims to support national priorities in energy management and environmental sectors in Tunisia by consolidating the emerging green finance market. It provides financial intermediaries with a credit line for investments in industrial and housing sectors focused on energy efficiency, renewable energies, clean production, and pollution reduction.","The text explicitly mentions financing initiatives related to the housing sector through credit lines dedicated to investment in energy efficiency and sustainable practices within the housing domain. This aligns with aspects of 'Finance for housing' under the Housing class definition. Although there is no direct mention of construction or urban development, the financial aspect directed at the housing sector falls under the broader category of housing finance.",True,False,False,False,False,False,False,False
"2_612_41307_3.3.1 3.3 HEALTHY SETTINGS AND HEALTH-IN-ALL POLICIES PROMOTED 2_612_41307_3.3.1 Countries enabled to adopt, review and revise laws, regulations and policies to create an enabling environment for healthy cities and villages, housing, schools and workplaces",12110,True,False,False,False,False,False,True,True,"The text describes efforts related to promoting health settings and policies that support the creation of healthier urban and rural environments. It focuses on enabling countries to adopt or revise laws, regulations, and policies to foster healthy cities, villages, housing, schools, and workplaces.","The text explicitly discusses creating an enabling environment for healthier housing, which aligns with activities related to 'Housing' since it involves policy and regulatory changes affecting housing conditions. The mention of cities and villages implies both 'Urban' and 'Rural' classifications are applicable due to the specific locations being targeted by these policies.",True,False,False,False,False,False,True,True
SUSTAIN AND ENHANCE POLITICAL COMMITMENTSTO END AIDS AND IMPLEMENT THE GLOBAL AIDS STRATEGY AND END HIV-RELATED INEQUALITIES Hébergement UPI sur le cloud AWS d'Amazone pour le bon fonctionnement de la solution du système d'Identifiant Unique du Patient d'octobre 2020  à septembre 2021,16064,False,False,False,False,False,False,False,False,"The text describes the use of Amazon Web Services (AWS) cloud hosting for a unique patient identification system, aimed at sustaining and enhancing political commitment to end AIDS and implement global strategies. This effort falls under social mitigation of HIV/AIDS from October 2020 to September 2021.","The primary focus of this text is on the use of technology (AWS) for improving healthcare systems related to HIV/AIDS. The mention of 'social mitigation of HIV/AIDS' suggests a broader societal impact, aligning with social initiatives but not specifically housing-related activities. There is no explicit reference to any aspects such as provision or upgrading of housing, homelessness solutions, transitional housing in crises, incremental housing development, market-based housing approaches, or specific urban/rural location activities.",False,False,False,False,False,False,False,False
"JAKARTA SEWERAGE DEVELOPMENT PROJECT (ZONE 1) This project is to improve wastewater treatment and sanitation access in DKI by introducing a sewerage system, which consists of sewer network and wastewater treatment plant, thereby contributing to enhancing its water environment, citizens' living conditions and urban development.",14022,True,False,False,False,False,False,True,False,"The Jakarta Sewerage Development Project (Zone 1) aims to improve wastewater treatment and sanitation access in DKI Jakarta by introducing a sewerage system. This includes the construction of a sewer network and a wastewater treatment plant, which will enhance the water environment, improve citizens' living conditions, and contribute to urban development.","The project explicitly involves infrastructure related to sanitation, specifically large systems for wastewater treatment and access. The objectives include enhancing the water environment, improving living conditions, and contributing to urban development. These aspects align with housing-related activities in terms of upgrading inadequate services (safe water, sanitation) within housing contexts and urban development.",True,False,False,False,False,False,True,False
"CENTRO DE INTEGRACIÓN Y DESARROLLO LGBTIQ SOBRE MIGRACIÓN Y REFUGIO (C.I.D) Costa Rica is the only Central American country that grants asylum due to persecution of a person's sexual orientation and gender identity. It has increasingly become a host country for LGBTIQ+ refugees from the Northern Triangle, Panama, Venezuela, and other countries. Yet support systems to help refugees integrate into the Costa Rican economy are still in their early stages. The IAF supports community-led approaches to promoting economic integration and creating inclusive societies in Latin America and the Caribbean. Our grantee Asociación Instituto Sobre Migración y Refugio LGBTIQ para Centroamérica (IRCA CASABIERTA) provides training, certification, and psychosocial and legal assistance to LGBTIQ migrants in Costa Rica. They also collaborate with local partners in Panama to improve services and support for at-risk LGBTQI+ migrants.",11230,False,False,False,False,False,False,False,False,"The activities described focus on supporting LGBTIQ refugees from various countries who have migrated to Costa Rica due to persecution based on their sexual orientation or gender identity. The project aims to assist these individuals in integrating into the Costa Rican economy and society through training, certification, psychosocial support, and legal assistance provided by Asociación Instituto Sobre Migración y Refugio LGBTIQ para Centroamérica (IRCA CASABIERTA). The initiative also involves collaboration with local partners in Panama to enhance services for at-risk LGBTQI+ migrants.","The text primarily discusses support systems and integration efforts for refugees, which aligns closely with the 'Transitional' classification due to its emphasis on aiding individuals affected by crises or persecution. While the activities are community-focused and inclusive, they do not explicitly describe housing provision or development, thus not matching the 'Housing,' 'Social,' 'Market,' 'Urban,' or 'Rural' classes directly. The support for economic integration might tangentially relate to social inclusion efforts, but it does not meet the explicit criteria for any other classifications.",False,False,True,False,False,False,False,False
"Hope for Justice Ethiopia (HfJ) works with awareness raising and information sharing to local communities and the justice sector to prevent modern slavery. They also work with re-integration of trafficked children by establishing shelters for survivors. The project specifically targets women/girls and children, and gender mainstreaming and gender aggregation is an integral part of the programming.",16070,False,False,True,False,False,False,False,False,"Hope for Justice Ethiopia works on preventing modern slavery through awareness and information sharing with local communities and the justice sector. They focus on re-integrating trafficked children by providing shelters specifically for survivors, targeting women, girls, and children. Gender considerations are integral to their programming.","The text describes activities related to establishing shelters for survivors of trafficking, which aligns with the 'Transitional' category due to the temporary nature of these shelters in response to a crisis (trafficking). There is no mention of housing policy, construction, homelessness shelters, or specific urban/rural settings, so those categories are not applicable. The focus on reintegration and provision of shelters for trafficked children makes it primarily a 'Transitional' activity.",False,False,True,False,False,False,False,False
"PRAYAS - UNA CASA PER CRESCERE The Prayas - a home to grow project contributes to the overall goal of protecting children's rights in Nepal. The specific objective is to ensure the full growth of the 15 boys and 15 girls aged 7 to 21 residing at the Prayas Children Home in Kathmandu,Nepal. Through the three actions,the sustenance and maintenance of the beneficiaries is guaranteed,and they are assured of a harmonious and complete growth so that they can live a full and fulfilled life in adulthood. The 3 actions in which the project is structured are: 1. ensure accommodation and meals in a healthy environment, 2. ensure the right to education, 3. ensure harmonious growth and develop greater resilience",16010,True,False,False,False,False,False,True,False,"The Prayas - a home to grow project aims to protect children's rights in Nepal by ensuring full development for boys and girls aged 7 to 21 at the Prayas Children Home in Kathmandu. It focuses on providing accommodation, meals in a healthy environment, education, and fostering harmonious growth and resilience.","The text describes activities related to housing as it mentions 'ensure accommodation,' which aligns with the provision of housing or shelter. The mention of 'healthy environment' could be linked to upgrading inadequate housing conditions by providing basic services. Since this involves a children's home, it may also relate to transitional aspects due to care for vulnerable groups in specific circumstances. The project is categorized under social protection and targets community well-being through affordable living solutions like cooperative housing or low-cost housing.",True,False,True,False,True,False,False,False
This project funds the ODA eligible housing and homelessness support together with other local authority costs for supporting arrivals and social services for Ukrainian refugees under the Homes for Ukraine scheme.,93010,True,True,False,False,False,False,False,False,"The project provides funding for ODA-eligible housing and homelessness support, along with other local authority costs to assist Ukrainian refugees arriving under the Homes for Ukraine scheme. It supports both accommodation needs and social services.","The text mentions 'ODA eligible housing' which falls under the Housing class as it involves provision of housing. Additionally, it refers to 'homelessness support,' directly matching the Homelessness class through the mention of tents or shelters intended for homeless individuals. The scheme focuses on supporting Ukrainian refugees, aligning with Transitional housing since these are likely temporary accommodations due to crises/emergencies (such as war). However, there is no specific reference to incremental improvements, social housing structures, market-rate activities, or explicit urban/rural distinctions within the text.",True,True,True,False,False,False,False,False
"2022-LANK-25. BRIDGES AND RESILIENCE. A PALESTINIAN LOOK AT THE JORDAN VALLEY Título completo del proyecto: 2022-LANK-25.  Puentes y resiliencia. Una mirada palestina al valle del Jordán :: Desde 1948 el Estado de Israel inició la Nakba, un proceso de desplazamiento forzoso y violento de la población palestina de sus lugares de origen. Esta estrategia que se manifiesta de diferentes maneras (sistema de permisos, zonificación, segregación, confiscación de tierras, denegación de acceso a recursos y servicios, supresión de la resistencia, debilitamiento de la identidad, entre otras) busca el debilitamiento de la identidad nacional y la resistencia colectiva, afectando especialmente el relevo generacional y los mecanismos de resistencia comunitarios. El desplazamiento interno y refugio de la población palestina ha condicionado su acceso a servicios básicos y medios de vida ante la dependencia del mercado de trabajo israelí y la ayuda humanitaria en los campamentos de refugiados. Adicionalmente, su sociedad es ampliamente conservadora y patriarcal, lo cual relega a los jóvenes y mujeres a un segundo plano. Se estima que casi el 30% de la población palestina es joven (15-29 años), pese al alto nivel de alfabetización la juventud debe hacer frente a altas tasas de desempleo (40%), asimismo, las mujeres jóvenes sufren con frecuencia un contexto doblemente opresor de sus derechos y libertades que les impide implicarse y participar en la lucha por la liberación palestina. El proyecto contará con la participación de 7 organizaciones y tiene como objetivo ?Organizaciones Comunitarias (CBOs) de jóvenes, mujeres, refugiados/as y desplazados/as internos/as fortalecen sus lazos, su identidad y sus estrategias de resistencia colectiva frente a las políticas israelíes de segregación y desposesión?.",15160,False,False,False,False,False,False,True,True,"The project focuses on Palestinian resilience in the Jordan Valley through community organization and resistance to Israeli policies of segregation and dispossession. It involves young people, women, refugees, and internally displaced individuals aiming to strengthen their collective identity and strategies for resisting these challenges.","Housing: The text does not explicitly mention housing or shelter provision, so it is not a match.
Homelessness: There is no explicit reference to tents, encampments, or shelters specifically for the homeless; thus, it's not a match.
Transitional: Although there are references to refugees and internally displaced persons, the focus is on long-term community resilience rather than temporary housing solutions. Therefore, it doesn't fit well under 'transitional.'
Incremental: The text does not explicitly describe activities like slum upgrading or neighborhood integration; thus, this class does not match.
Social: While there's an implicit social dimension in terms of resisting segregation and dispossession, there is no explicit mention of public housing or affordable housing initiatives. Hence, it's not a clear match.
Market: The text does not discuss market-rate housing or related concepts like mortgages, so this class is not applicable.
Urban: The Jordan Valley could be considered an urban setting in some contexts, but the project focuses more broadly on community resilience rather than specific urban activities; thus, it is not a direct match.
Rural: The Jordan Valley is typically considered a rural area, and the focus on Palestinian communities within this region aligns with activities in specific rural locations. Therefore, this class is applicable.",False,False,False,False,False,False,False,True
"HOLISTIC LIVELIHOOD SECURITY FOR SMALLHOLDER FAMILIES WITH A FOCUS ON SUSTAINABLE AGRICULTURE AND HOUSING IMPROVEMENT IN EASTERN EL SALVADOR The living situation of smallholder families improves through the production of sufficient, healthy, varied food as well as the improvement of existing and newly built dwellings in an earthquake-resistant and ecological manner. Local decision-makers advocate for the dissemination of smallholder practices and environmental protection. A special focus is placed on the participation of women.",31120,True,False,False,False,False,False,False,True,The activity focuses on enhancing the livelihoods of smallholder families in Eastern El Salvador by improving food production through sustainable agriculture and upgrading housing to be earthquake-resistant and ecological. It involves local decision-makers advocating for these practices and emphasizes women's participation.,"The text describes efforts related to both agricultural development and housing improvement:
- **Housing**: The mention of 'improvement of existing and newly built dwellings' aligns with upgrading inadequate housing or construction activities. This explicitly relates to the provision or enhancement of shelter, thus matching the Housing class.
- **Incremental**: The text describes housing improvements in an earthquake-resistant manner, which falls under housing improvements/repairs within the Incremental category.
- Although there is a strong focus on agricultural development, this aspect does not fit within any specific classification related to housing activities per the defined classes.",True,False,False,True,False,False,False,False
